,city,date,fare,ride_id,driver_count,type
737,West Robert,2019-04-12 8:17,32.48,7540000000000.0,39,Urban
738,West Robert,2019-02-23 19:46,33.24,3060000000000.0,39,Urban
739,West Robert,2019-04-07 6:17,40.69,503000000000.0,39,Urban
740,West Robert,2019-02-27 4:29,22.81,5710000000000.0,39,Urban
741,West Robert,2019-02-27 20:51,8.37,490000000000.0,39,Urban
742,West Robert,2019-01-17 4:56,12.71,8500000000000.0,39,Urban
743,West Robert,2019-03-07 6:32,4.28,2030000000000.0,39,Urban
744,West Robert,2019-02-09 5:16,26.1,18586563147.0,39,Urban
745,West Robert,2019-02-12 1:20,14.8,8060000000000.0,39,Urban
746,West Robert,2019-03-14 15:25,18.28,4580000000000.0,39,Urban
747,West Robert,2019-04-16 16:16,25.65,3600000000000.0,39,Urban
748,West Robert,2019-03-28 15:00,35.88,2850000000000.0,39,Urban
749,West Robert,2019-03-29 4:22,17.53,8340000000000.0,39,Urban
750,West Robert,2019-01-30 11:32,43.02,7200000000000.0,39,Urban
751,West Robert,2019-02-01 11:37,30.94,218000000000.0,39,Urban
752,West Robert,2019-03-16 16:27,42.89,3370000000000.0,39,Urban
753,West Robert,2019-02-18 11:51,44.97,342000000000.0,39,Urban
754,West Robert,2019-02-19 0:53,40.64,5090000000000.0,39,Urban
755,West Robert,2019-01-15 8:14,33.91,2160000000000.0,39,Urban
756,West Robert,2019-03-10 20:00,6.74,6680000000000.0,39,Urban
757,North Markport,2019-02-18 8:17,38.09,925000000000.0,22,Urban
758,North Markport,2019-04-26 4:45,44.37,1630000000000.0,22,Urban
759,North Markport,2019-03-31 13:58,29.41,3090000000000.0,22,Urban
760,North Markport,2019-01-21 11:49,27.68,4560000000000.0,22,Urban
761,North Markport,2019-04-13 7:37,20.09,4310000000000.0,22,Urban
762,North Markport,2019-04-28 4:34,40.46,2570000000000.0,22,Urban
763,North Markport,2019-04-10 22:15,38.02,8830000000000.0,22,Urban
764,North Markport,2019-02-08 22:01,34.69,2740000000000.0,22,Urban
765,North Markport,2019-02-22 15:00,16.46,2800000000000.0,22,Urban
766,North Markport,2019-04-09 14:55,20.23,2580000000000.0,22,Urban
767,North Markport,2019-04-29 11:39,19.8,1840000000000.0,22,Urban
768,North Markport,2019-04-06 2:16,18.15,7270000000000.0,22,Urban
769,North Markport,2019-05-04 15:30,28.93,1470000000000.0,22,Urban
770,North Markport,2019-01-17 11:37,8.68,930000000000.0,22,Urban
771,Richardfort,2019-02-24 8:40,13.93,5630000000000.0,38,Urban
772,Richardfort,2019-02-13 12:46,14.0,910000000000.0,38,Urban
773,Richardfort,2019-02-16 13:52,17.92,821000000000.0,38,Urban
774,Richardfort,2019-02-01 20:18,10.26,9550000000000.0,38,Urban
775,Richardfort,2019-04-17 2:26,23.0,720000000000.0,38,Urban
776,Richardfort,2019-04-21 3:44,9.54,3700000000000.0,38,Urban
777,Richardfort,2019-02-03 0:14,29.04,4980000000000.0,38,Urban
778,Richardfort,2019-02-08 15:50,16.55,2270000000000.0,38,Urban
779,Richardfort,2019-04-03 15:07,40.77,9500000000000.0,38,Urban
780,Richardfort,2019-02-19 14:09,27.11,8690000000000.0,38,Urban
781,Richardfort,2019-04-22 3:06,39.74,4080000000000.0,38,Urban
782,Richardfort,2019-01-31 14:51,43.92,4070000000000.0,38,Urban
783,Richardfort,2019-03-04 22:13,14.83,9470000000000.0,38,Urban
784,Richardfort,2019-03-28 19:33,7.75,5540000000000.0,38,Urban
785,Richardfort,2019-02-14 3:27,44.11,2500000000000.0,38,Urban
786,Richardfort,2019-04-27 11:59,30.31,6110000000000.0,38,Urban
787,Richardfort,2019-03-03 11:57,11.42,2920000000000.0,38,Urban
788,Richardfort,2019-01-13 10:08,25.81,9110000000000.0,38,Urban
789,Richardfort,2019-03-06 12:53,8.28,5130000000000.0,38,Urban
790,Richardfort,2019-02-05 16:12,42.22,4050000000000.0,38,Urban
791,Richardfort,2019-04-04 15:04,16.35,6080000000000.0,38,Urban
792,Richardfort,2019-03-05 16:00,4.85,3290000000000.0,38,Urban
793,Richardfort,2019-04-14 11:56,43.01,7640000000000.0,38,Urban
794,Richardfort,2019-01-21 23:20,10.91,3570000000000.0,38,Urban
795,Richardfort,2019-03-16 23:00,21.39,237000000000.0,38,Urban
796,Richardfort,2019-03-22 4:41,16.35,5930000000000.0,38,Urban
797,Richardfort,2019-01-03 1:06,5.32,3270000000000.0,38,Urban
798,Richardfort,2019-03-29 15:16,37.76,4800000000000.0,38,Urban
799,Reynoldsfurt,2019-03-25 14:33,34.06,6600000000000.0,67,Urban
800,Reynoldsfurt,2019-05-05 17:38,14.95,1400000000000.0,67,Urban
801,Reynoldsfurt,2019-01-17 21:35,24.84,5000000000000.0,67,Urban
802,Reynoldsfurt,2019-04-19 0:56,13.63,7990000000000.0,67,Urban
803,Reynoldsfurt,2019-04-11 9:09,42.97,1390000000000.0,67,Urban
804,Reynoldsfurt,2019-03-08 7:06,6.08,2570000000000.0,67,Urban
805,Reynoldsfurt,2019-05-04 12:38,8.81,3240000000000.0,67,Urban
806,Reynoldsfurt,2019-03-10 20:10,4.1,5690000000000.0,67,Urban
807,Reynoldsfurt,2019-03-29 17:35,31.43,9920000000000.0,67,Urban
808,Reynoldsfurt,2019-04-12 1:13,21.18,7470000000000.0,67,Urban
809,Reynoldsfurt,2019-03-14 16:29,35.65,9910000000000.0,67,Urban
810,Reynoldsfurt,2019-02-02 2:52,29.07,1860000000000.0,67,Urban
811,Reynoldsfurt,2019-01-21 16:07,25.19,1030000000000.0,67,Urban
812,Reynoldsfurt,2019-02-13 10:29,7.43,5240000000000.0,67,Urban
813,Reynoldsfurt,2019-03-21 17:25,11.97,9410000000000.0,67,Urban
814,Reynoldsfurt,2019-02-03 10:14,6.34,5560000000000.0,67,Urban
815,Reynoldsfurt,2019-04-11 23:49,38.35,6520000000000.0,67,Urban
816,Reynoldsfurt,2019-02-09 17:49,21.02,6200000000000.0,67,Urban
817,Reynoldsfurt,2019-02-14 11:25,39.4,9070000000000.0,67,Urban
818,Justinberg,2019-04-23 8:59,14.65,9880000000000.0,39,Urban
819,Justinberg,2019-04-26 8:41,8.83,1820000000000.0,39,Urban
820,Justinberg,2019-04-12 5:27,17.03,8370000000000.0,39,Urban
821,Justinberg,2019-05-03 2:49,36.06,930000000000.0,39,Urban
822,Justinberg,2019-03-14 10:46,36.32,6770000000000.0,39,Urban
823,Justinberg,2019-03-23 6:28,30.58,3500000000000.0,39,Urban
824,Justinberg,2019-04-20 7:37,29.07,210000000000.0,39,Urban
825,Justinberg,2019-03-10 9:19,37.89,5560000000000.0,39,Urban
826,Justinberg,2019-01-03 22:50,5.81,9260000000000.0,39,Urban
827,Justinberg,2019-03-10 5:15,22.43,5550000000000.0,39,Urban
828,Justinberg,2019-04-14 14:48,24.34,1490000000000.0,39,Urban
829,Justinberg,2019-01-22 9:08,38.3,1290000000000.0,39,Urban
830,Justinberg,2019-04-16 1:26,16.58,1480000000000.0,39,Urban
831,Justinberg,2019-04-16 5:05,27.1,1850000000000.0,39,Urban
832,Justinberg,2019-02-19 4:01,36.27,7290000000000.0,39,Urban
833,Justinberg,2019-02-01 21:16,31.07,2740000000000.0,39,Urban
834,Justinberg,2019-04-27 12:41,18.99,3030000000000.0,39,Urban
835,Justinberg,2019-04-24 11:33,28.76,6490000000000.0,39,Urban
836,Justinberg,2019-05-07 20:22,18.74,6400000000000.0,39,Urban
837,Justinberg,2019-04-01 23:46,40.87,8960000000000.0,39,Urban
838,Justinberg,2019-04-26 8:12,7.68,1070000000000.0,39,Urban
839,Justinberg,2019-02-20 15:05,31.31,9200000000000.0,39,Urban
840,Justinberg,2019-01-24 10:16,8.83,1860000000000.0,39,Urban
841,Justinberg,2019-04-04 23:19,19.38,3730000000000.0,39,Urban
842,Justinberg,2019-02-13 23:56,10.18,3140000000000.0,39,Urban
843,Justinberg,2019-04-14 23:08,7.75,8860000000000.0,39,Urban
844,Justinberg,2019-02-28 21:39,14.4,1130000000000.0,39,Urban
845,Justinberg,2019-01-27 7:35,28.41,3490000000000.0,39,Urban
846,Justinberg,2019-01-24 19:32,38.79,1690000000000.0,39,Urban
847,Justinberg,2019-03-12 16:33,24.41,3090000000000.0,39,Urban
848,Martinezhaven,2019-03-19 15:31,5.3,264000000000.0,25,Urban
849,Martinezhaven,2019-02-20 19:32,13.34,2760000000000.0,25,Urban
850,Martinezhaven,2019-04-18 1:40,34.7,2020000000000.0,25,Urban
851,Martinezhaven,2019-04-18 18:37,5.81,2120000000000.0,25,Urban
852,Martinezhaven,2019-02-07 21:45,4.31,9330000000000.0,25,Urban
853,Martinezhaven,2019-04-14 16:26,32.57,971000000000.0,25,Urban
854,Martinezhaven,2019-03-07 12:26,23.55,7390000000000.0,25,Urban
855,Martinezhaven,2019-03-12 10:02,21.18,4050000000000.0,25,Urban
856,Martinezhaven,2019-02-16 17:25,15.33,9810000000000.0,25,Urban
857,Martinezhaven,2019-01-21 1:50,42.75,9060000000000.0,25,Urban
858,Martinezhaven,2019-03-11 20:07,7.01,7640000000000.0,25,Urban
859,Martinezhaven,2019-02-03 6:15,11.61,3420000000000.0,25,Urban
860,Martinezhaven,2019-03-21 7:56,39.26,9870000000000.0,25,Urban
861,Martinezhaven,2019-02-15 2:18,15.93,9620000000000.0,25,Urban
862,Martinezhaven,2019-04-15 9:17,35.45,4820000000000.0,25,Urban
863,Martinezhaven,2019-02-23 0:15,15.48,5950000000000.0,25,Urban
864,Martinezhaven,2019-01-10 3:37,23.62,5470000000000.0,25,Urban
865,Martinezhaven,2019-02-17 21:48,34.27,234000000000.0,25,Urban
866,Martinezhaven,2019-02-14 2:51,27.16,2200000000000.0,25,Urban
867,Martinezhaven,2019-05-07 5:55,6.89,3270000000000.0,25,Urban
868,Martinezhaven,2019-04-12 6:49,11.55,9310000000000.0,25,Urban
869,Martinezhaven,2019-04-13 19:46,40.2,8860000000000.0,25,Urban
870,Martinezhaven,2019-02-06 10:58,40.29,4670000000000.0,25,Urban
871,Martinezhaven,2019-04-30 0:42,36.07,1520000000000.0,25,Urban
872,Jerryton,2019-03-03 17:50,28.08,6000000000000.0,64,Urban
873,Jerryton,2019-01-04 16:38,37.2,5640000000000.0,64,Urban
874,Jerryton,2019-01-05 15:36,37.91,1590000000000.0,64,Urban
875,Jerryton,2019-04-13 21:47,32.08,8500000000000.0,64,Urban
876,Jerryton,2019-03-27 12:48,13.29,8960000000000.0,64,Urban
877,Jerryton,2019-01-27 14:46,29.08,6160000000000.0,64,Urban
878,Jerryton,2019-04-29 2:49,41.27,903000000000.0,64,Urban
879,Jerryton,2019-01-07 12:05,7.86,707000000000.0,64,Urban
880,Jerryton,2019-05-01 17:20,4.97,8100000000000.0,64,Urban
881,Jerryton,2019-01-27 5:35,5.21,2370000000000.0,64,Urban
882,Jerryton,2019-01-16 17:13,22.26,974000000000.0,64,Urban
883,Jerryton,2019-02-14 19:48,24.49,3080000000000.0,64,Urban
884,Jerryton,2019-02-28 1:14,36.87,3090000000000.0,64,Urban
885,Jerryton,2019-01-06 12:30,27.71,9040000000000.0,64,Urban
886,Jerryton,2019-02-01 16:39,37.7,9580000000000.0,64,Urban
887,Jerryton,2019-03-20 1:28,15.37,932000000000.0,64,Urban
888,Jerryton,2019-04-18 6:08,42.8,2660000000000.0,64,Urban
889,Jerryton,2019-03-04 14:14,22.91,3500000000000.0,64,Urban
890,Jerryton,2019-02-20 18:45,28.24,4150000000000.0,64,Urban
891,Jerryton,2019-03-07 5:24,15.82,8110000000000.0,64,Urban
892,Jerryton,2019-03-25 12:14,9.64,9480000000000.0,64,Urban
893,Jerryton,2019-02-19 13:59,21.27,2520000000000.0,64,Urban
894,Jerryton,2019-03-23 8:27,37.89,4280000000000.0,64,Urban
895,Jerryton,2019-04-20 18:57,29.84,8130000000000.0,64,Urban
896,Jerryton,2019-03-24 12:17,31.47,5420000000000.0,64,Urban
897,Lake Scottton,2019-02-18 9:22,25.02,3910000000000.0,58,Urban
898,Lake Scottton,2019-05-05 11:21,18.77,405000000000.0,58,Urban
899,Lake Scottton,2019-03-26 0:49,9.79,1830000000000.0,58,Urban
900,Lake Scottton,2019-04-24 11:54,5.31,9670000000000.0,58,Urban
901,Lake Scottton,2019-02-07 5:08,10.76,4200000000000.0,58,Urban
902,Lake Scottton,2019-02-15 6:49,22.75,8380000000000.0,58,Urban
903,Lake Scottton,2019-05-03 22:33,9.01,1290000000000.0,58,Urban
904,Lake Scottton,2019-03-25 21:46,36.92,7040000000000.0,58,Urban
905,Lake Scottton,2019-01-18 2:32,31.92,5710000000000.0,58,Urban
906,Lake Scottton,2019-02-05 11:47,24.54,3770000000000.0,58,Urban
907,Lake Scottton,2019-01-28 2:32,23.95,9480000000000.0,58,Urban
908,Lake Scottton,2019-05-03 15:26,25.68,771000000000.0,58,Urban
909,Lake Scottton,2019-01-11 19:18,31.31,9310000000000.0,58,Urban
910,Lake Scottton,2019-04-11 4:26,22.03,2030000000000.0,58,Urban
911,Lake Scottton,2019-01-21 4:20,21.81,294000000000.0,58,Urban
912,Lake Scottton,2019-04-19 21:32,37.67,5490000000000.0,58,Urban
913,Lake Scottton,2019-04-08 11:19,44.03,9050000000000.0,58,Urban
914,Lake Scottton,2019-05-08 13:10,18.04,5620000000000.0,58,Urban
915,Lake Scottton,2019-02-08 17:29,34.95,7930000000000.0,58,Urban
916,Lake Scottton,2019-03-29 13:33,35.36,3710000000000.0,58,Urban
917,Lake Scottton,2019-01-13 13:34,24.81,396000000000.0,58,Urban
918,Lake Scottton,2019-02-27 7:09,9.43,8170000000000.0,58,Urban
919,Lake Scottton,2019-04-02 21:10,43.2,3930000000000.0,58,Urban
920,Lake Scottton,2019-04-18 23:06,4.36,5840000000000.0,58,Urban
921,South Evanton,2019-02-14 5:55,42.5,9950000000000.0,11,Urban
922,South Evanton,2019-01-07 18:47,43.61,9120000000000.0,11,Urban
923,South Evanton,2019-01-24 7:08,17.83,3000000000000.0,11,Urban
924,South Evanton,2019-04-28 8:15,22.86,7590000000000.0,11,Urban
925,South Evanton,2019-03-06 3:56,30.87,5810000000000.0,11,Urban
926,South Evanton,2019-04-27 0:58,27.78,9380000000000.0,11,Urban
927,South Evanton,2019-01-20 23:10,25.94,3430000000000.0,11,Urban
928,South Evanton,2019-04-25 0:37,26.84,1540000000000.0,11,Urban
929,South Evanton,2019-03-17 0:31,36.31,2780000000000.0,11,Urban
930,South Evanton,2019-02-25 18:39,15.06,8870000000000.0,11,Urban
931,South Evanton,2019-02-21 8:05,34.21,5090000000000.0,11,Urban
932,South Evanton,2019-04-10 5:38,30.36,5250000000000.0,11,Urban
933,South Evanton,2019-03-06 23:01,44.41,2760000000000.0,11,Urban
934,South Evanton,2019-01-10 2:57,37.03,4820000000000.0,11,Urban
935,South Evanton,2019-02-25 11:11,15.94,2730000000000.0,11,Urban
936,South Evanton,2019-04-14 20:12,19.53,8350000000000.0,11,Urban
937,South Evanton,2019-02-07 8:44,7.69,9010000000000.0,11,Urban
938,South Evanton,2019-03-22 5:26,6.58,8380000000000.0,11,Urban
939,South Evanton,2019-01-11 11:02,39.99,9390000000000.0,11,Urban
940,South Evanton,2019-04-26 4:37,42.99,4020000000000.0,11,Urban
941,South Evanton,2019-03-25 15:50,23.48,4600000000000.0,11,Urban
942,South Evanton,2019-04-29 13:54,5.16,315000000000.0,11,Urban
943,South Evanton,2019-02-13 16:46,44.33,3930000000000.0,11,Urban
944,South Evanton,2019-04-06 16:41,9.3,1040000000000.0,11,Urban
945,South Evanton,2019-02-26 6:48,7.81,742000000000.0,11,Urban
946,South Evanton,2019-01-17 2:00,34.55,3370000000000.0,11,Urban
947,South Evanton,2019-05-07 12:30,34.03,3180000000000.0,11,Urban
948,South Evanton,2019-04-08 1:01,5.62,1340000000000.0,11,Urban
949,South Evanton,2019-01-02 6:55,16.96,9410000000000.0,11,Urban
950,South Evanton,2019-02-08 18:08,38.21,56240519093.0,11,Urban
951,South Evanton,2019-01-09 15:10,40.73,6530000000000.0,11,Urban
952,Rogerston,2019-05-08 1:54,32.69,1640000000000.0,25,Urban
953,Rogerston,2019-02-23 19:13,14.04,7650000000000.0,25,Urban
954,Rogerston,2019-03-24 2:56,39.6,9200000000000.0,25,Urban
955,Rogerston,2019-03-16 20:49,43.82,4720000000000.0,25,Urban
956,Rogerston,2019-03-02 0:54,25.14,1720000000000.0,25,Urban
957,Rogerston,2019-01-03 21:45,36.28,7090000000000.0,25,Urban
958,Rogerston,2019-02-14 5:24,19.42,8770000000000.0,25,Urban
959,Rogerston,2019-04-01 9:27,28.54,9960000000000.0,25,Urban
960,Rogerston,2019-03-18 12:47,8.58,4180000000000.0,25,Urban
961,Rogerston,2019-01-30 21:18,8.87,5690000000000.0,25,Urban
962,Rogerston,2019-03-19 16:58,29.88,3980000000000.0,25,Urban
963,Rogerston,2019-03-14 14:43,10.29,7430000000000.0,25,Urban
964,Rogerston,2019-03-08 3:46,17.81,8560000000000.0,25,Urban
965,Rogerston,2019-02-16 2:04,20.64,8150000000000.0,25,Urban
966,Rogerston,2019-01-16 8:38,31.34,132000000000.0,25,Urban
967,Rogerston,2019-03-26 4:27,13.97,2820000000000.0,25,Urban
968,Rogerston,2019-01-23 18:16,21.64,3850000000000.0,25,Urban
969,Rogerston,2019-01-27 19:45,13.4,9760000000000.0,25,Urban
970,Rogerston,2019-03-07 12:09,27.26,9450000000000.0,25,Urban
971,Rogerston,2019-02-27 3:58,27.4,6540000000000.0,25,Urban
972,Rogerston,2019-01-26 14:42,11.13,9120000000000.0,25,Urban
973,Rogerston,2019-02-03 21:09,4.41,1720000000000.0,25,Urban
974,West Ericstad,2019-04-24 3:20,7.31,4290000000000.0,25,Urban
975,West Ericstad,2019-04-04 13:03,28.52,6430000000000.0,25,Urban
976,West Ericstad,2019-01-25 12:29,20.03,3280000000000.0,25,Urban
977,West Ericstad,2019-01-08 9:03,32.99,6690000000000.0,25,Urban
978,West Ericstad,2019-03-28 13:29,22.28,3140000000000.0,25,Urban
979,West Ericstad,2019-01-23 10:13,10.12,8040000000000.0,25,Urban
980,West Ericstad,2019-04-13 9:52,22.39,5770000000000.0,25,Urban
981,West Ericstad,2019-04-19 20:35,5.75,3500000000000.0,25,Urban
982,West Ericstad,2019-03-29 4:59,40.29,810000000000.0,25,Urban
983,West Ericstad,2019-03-21 9:28,18.24,4600000000000.0,25,Urban
984,West Ericstad,2019-01-25 20:18,23.27,2130000000000.0,25,Urban
985,West Ericstad,2019-04-12 12:08,27.69,4570000000000.0,25,Urban
986,West Ericstad,2019-01-27 4:30,29.05,7600000000000.0,25,Urban
987,West Ericstad,2019-02-05 15:30,30.89,2460000000000.0,25,Urban
988,West Ericstad,2019-05-05 0:44,7.76,8380000000000.0,25,Urban
989,West Ericstad,2019-03-18 15:28,23.62,6210000000000.0,25,Urban
990,West Ericstad,2019-03-04 12:31,43.98,6430000000000.0,25,Urban
991,West Ericstad,2019-01-21 12:14,8.07,7510000000000.0,25,Urban
992,Hurleymouth,2019-05-04 21:50,21.44,4040000000000.0,36,Urban
993,Hurleymouth,2019-03-22 11:19,32.85,8450000000000.0,36,Urban
994,Hurleymouth,2019-03-03 11:28,36.31,167000000000.0,36,Urban
995,Hurleymouth,2019-03-26 20:22,41.15,4710000000000.0,36,Urban
996,Hurleymouth,2019-02-20 10:47,17.07,7020000000000.0,36,Urban
997,Hurleymouth,2019-01-12 1:19,10.64,8130000000000.0,36,Urban
998,Hurleymouth,2019-03-17 6:50,29.95,5230000000000.0,36,Urban
999,Hurleymouth,2019-04-01 6:26,9.94,4060000000000.0,36,Urban
1000,Hurleymouth,2019-02-01 3:23,22.39,6070000000000.0,36,Urban
1001,Hurleymouth,2019-01-18 10:59,4.66,8620000000000.0,36,Urban
1002,Hurleymouth,2019-02-07 6:07,36.7,175000000000.0,36,Urban
1003,Hurleymouth,2019-02-23 13:48,18.15,6050000000000.0,36,Urban
1004,Hurleymouth,2019-02-28 3:20,44.85,5100000000000.0,36,Urban
1005,Hurleymouth,2019-04-13 18:15,40.93,4920000000000.0,36,Urban
1006,Hurleymouth,2019-03-07 12:38,41.96,1680000000000.0,36,Urban
1007,Hurleymouth,2019-03-02 11:43,34.65,9380000000000.0,36,Urban
1008,Hurleymouth,2019-02-13 17:32,25.72,8760000000000.0,36,Urban
1009,Hurleymouth,2019-03-24 12:04,8.77,8270000000000.0,36,Urban
1010,Hurleymouth,2019-01-31 2:49,19.23,9540000000000.0,36,Urban
1011,Hurleymouth,2019-04-22 2:31,9.14,5560000000000.0,36,Urban
1012,Hurleymouth,2019-02-15 2:10,42.61,9950000000000.0,36,Urban
1013,Hurleymouth,2019-01-11 12:59,37.44,7880000000000.0,36,Urban
1014,Hurleymouth,2019-04-09 9:17,20.31,2510000000000.0,36,Urban
1015,Hurleymouth,2019-01-07 15:53,20.01,4460000000000.0,36,Urban
1016,Hurleymouth,2019-01-17 17:07,24.86,9300000000000.0,36,Urban
1017,Hurleymouth,2019-02-23 1:34,31.97,1990000000000.0,36,Urban
1018,Hurleymouth,2019-02-24 15:39,8.33,2050000000000.0,36,Urban
1019,Hurleymouth,2019-02-06 0:10,32.93,4140000000000.0,36,Urban
1020,Joneschester,2019-03-01 18:48,34.71,3340000000000.0,39,Urban
1021,Joneschester,2019-01-30 17:41,36.78,1660000000000.0,39,Urban
1022,Joneschester,2019-02-07 18:36,6.34,2610000000000.0,39,Urban
1023,Joneschester,2019-01-03 5:45,25.47,5540000000000.0,39,Urban
1024,Joneschester,2019-01-03 1:03,17.97,5440000000000.0,39,Urban
1025,Joneschester,2019-02-27 8:19,33.34,2390000000000.0,39,Urban
1026,Joneschester,2019-04-02 4:52,10.52,4970000000000.0,39,Urban
1027,Joneschester,2019-03-17 22:39,15.35,2310000000000.0,39,Urban
1028,Joneschester,2019-04-24 13:07,9.78,967000000000.0,39,Urban
1029,Joneschester,2019-02-16 2:35,9.48,4160000000000.0,39,Urban
1030,Joneschester,2019-03-09 3:25,39.32,1550000000000.0,39,Urban
1031,Joneschester,2019-01-15 21:21,13.43,2240000000000.0,39,Urban
1032,Joneschester,2019-03-12 21:52,21.17,1580000000000.0,39,Urban
1033,Joneschester,2019-04-22 16:48,9.7,8590000000000.0,39,Urban
1034,Joneschester,2019-03-10 13:31,22.72,8710000000000.0,39,Urban
1035,Joneschester,2019-03-10 8:15,27.91,1270000000000.0,39,Urban
1036,Joneschester,2019-01-26 19:19,13.77,6680000000000.0,39,Urban
1037,Joneschester,2019-03-13 6:10,27.79,1260000000000.0,39,Urban
1038,Joneschester,2019-03-28 7:41,7.56,4610000000000.0,39,Urban
1039,Joneschester,2019-05-05 2:00,21.74,2730000000000.0,39,Urban
1040,Joneschester,2019-03-04 18:00,41.65,9830000000000.0,39,Urban
1041,Joneschester,2019-02-17 10:04,10.52,3380000000000.0,39,Urban
1042,Joneschester,2019-03-19 1:52,42.74,4500000000000.0,39,Urban
1043,Joneschester,2019-04-13 18:44,27.36,7530000000000.0,39,Urban
1044,Joneschester,2019-04-20 9:40,30.12,8970000000000.0,39,Urban
1045,Port Angela,2019-04-17 6:23,16.34,7120000000000.0,67,Urban
1046,Port Angela,2019-03-31 15:22,30.77,662000000000.0,67,Urban
1047,Port Angela,2019-04-09 14:34,11.9,7010000000000.0,67,Urban
1048,Port Angela,2019-02-08 16:30,30.38,5170000000000.0,67,Urban
1049,Port Angela,2019-03-04 3:26,40.35,4930000000000.0,67,Urban
1050,Port Angela,2019-05-02 4:14,35.76,7950000000000.0,67,Urban
1051,Port Angela,2019-04-22 16:43,7.91,6770000000000.0,67,Urban
1052,Port Angela,2019-03-19 12:32,17.21,1690000000000.0,67,Urban
1053,Port Angela,2019-04-15 23:02,20.16,6490000000000.0,67,Urban
1054,Port Angela,2019-03-08 16:32,23.06,2750000000000.0,67,Urban
1055,Port Angela,2019-02-26 10:01,28.52,6780000000000.0,67,Urban
1056,Port Angela,2019-02-08 0:14,15.58,7390000000000.0,67,Urban
1057,Port Angela,2019-02-06 7:07,24.47,1470000000000.0,67,Urban
1058,Port Angela,2019-02-06 16:11,11.39,6110000000000.0,67,Urban
1059,Port Angela,2019-02-14 13:00,42.04,897000000000.0,67,Urban
1060,Port Angela,2019-03-10 19:24,43.18,1890000000000.0,67,Urban
1061,Port Angela,2019-04-02 22:13,25.84,8020000000000.0,67,Urban
1062,Port Angela,2019-02-03 6:01,6.42,9470000000000.0,67,Urban
1063,Port Angela,2019-05-04 9:50,21.62,6300000000000.0,67,Urban
1064,Barajasview,2019-01-15 2:59,19.52,8270000000000.0,26,Urban
1065,Barajasview,2019-01-23 13:23,37.68,4110000000000.0,26,Urban
1066,Barajasview,2019-02-08 18:07,24.49,2610000000000.0,26,Urban
1067,Barajasview,2019-03-01 11:06,28.25,7230000000000.0,26,Urban
1068,Barajasview,2019-02-19 2:25,26.83,937000000000.0,26,Urban
1069,Barajasview,2019-04-15 20:37,17.76,8100000000000.0,26,Urban
1070,Barajasview,2019-05-02 21:02,17.12,4630000000000.0,26,Urban
1071,Barajasview,2019-04-09 8:10,39.36,1800000000000.0,26,Urban
1072,Barajasview,2019-02-03 9:58,39.39,9440000000000.0,26,Urban
1073,Barajasview,2019-03-12 4:54,37.05,1830000000000.0,26,Urban
1074,Barajasview,2019-03-15 22:44,28.3,1310000000000.0,26,Urban
1075,Barajasview,2019-03-19 12:17,26.6,5620000000000.0,26,Urban
1076,Barajasview,2019-01-02 23:23,36.13,8570000000000.0,26,Urban
1077,Barajasview,2019-01-14 11:00,19.81,2380000000000.0,26,Urban
1078,Barajasview,2019-05-06 1:06,17.63,9230000000000.0,26,Urban
1079,Barajasview,2019-04-03 15:25,44.15,9600000000000.0,26,Urban
1080,Barajasview,2019-01-24 5:58,9.21,1840000000000.0,26,Urban
1081,Barajasview,2019-03-24 6:34,12.24,767000000000.0,26,Urban
1082,Barajasview,2019-04-18 8:44,12.35,6120000000000.0,26,Urban
1083,Barajasview,2019-01-04 9:32,12.25,1660000000000.0,26,Urban
1084,Barajasview,2019-03-29 1:02,29.55,3840000000000.0,26,Urban
1085,Barajasview,2019-01-12 23:20,21.64,3010000000000.0,26,Urban
1086,West Christopherberg,2019-03-18 17:14,12.64,1060000000000.0,32,Urban
1087,West Christopherberg,2019-01-17 14:30,9.04,5150000000000.0,32,Urban
1088,West Christopherberg,2019-01-23 21:23,30.93,5340000000000.0,32,Urban
1089,West Christopherberg,2019-01-08 8:25,37.78,8770000000000.0,32,Urban
1090,West Christopherberg,2019-03-21 0:14,43.87,5090000000000.0,32,Urban
1091,West Christopherberg,2019-03-01 21:33,11.97,6420000000000.0,32,Urban
1092,West Christopherberg,2019-03-21 2:57,21.41,7700000000000.0,32,Urban
1093,West Christopherberg,2019-03-27 23:57,21.55,2200000000000.0,32,Urban
1094,West Christopherberg,2019-03-20 3:04,42.83,6900000000000.0,32,Urban
1095,West Christopherberg,2019-02-17 3:30,4.4,4350000000000.0,32,Urban
1096,West Christopherberg,2019-02-19 19:49,40.98,752000000000.0,32,Urban
1097,West Christopherberg,2019-03-07 20:09,32.27,2180000000000.0,32,Urban
1098,West Christopherberg,2019-02-10 19:41,8.42,836000000000.0,32,Urban
1099,West Christopherberg,2019-04-06 13:59,25.31,3280000000000.0,32,Urban
1100,West Christopherberg,2019-02-09 12:25,33.97,4250000000000.0,32,Urban
1101,West Christopherberg,2019-01-11 21:37,44.76,2740000000000.0,32,Urban
1102,West Christopherberg,2019-04-25 6:22,35.39,7480000000000.0,32,Urban
1103,West Christopherberg,2019-02-08 23:04,14.22,3730000000000.0,32,Urban
1104,West Christopherberg,2019-02-20 15:23,26.9,1240000000000.0,32,Urban
1105,West Christopherberg,2019-05-01 12:39,39.8,5350000000000.0,32,Urban
